run_id,date,plant_id,line_id,shift_id,product_id,planned_units,actual_units,run_hours,downtime_minutes,scrap_units
R1575,2024-04-11,P1,L3,S3,PR3,477,469,7.53,28,17
R1576,2024-04-11,P2,L4,S1,PR3,738,722,7.55,27,9
R1577,2024-04-11,P2,L4,S2,PR3,817,792,7.8,12,28
R1578,2024-04-11,P2,L4,S3,PR1,706,693,7.53,28,25
R1579,2024-04-11,P2,L5,S1,PR5,618,596,7.82,11,9
R1580,2024-04-11,P2,L5,S2,PR2,661,657,7.77,14,21
R1581,2024-04-11,P2,L5,S3,PR5,558,535,7.63,22,17
R1582,2024-04-11,P2,L6,S1,PR4,516,502,7.38,37,8
R1583,2024-04-11,P2,L6,S2,PR2,480,463,7.47,32,11
R1584,2024-04-11,P2,L6,S3,PR3,475,454,7.58,25,17
R1585,2024-04-12,P1,L1,S1,PR3,759,728,7.35,39,24
R1586,2024-04-12,P1,L1,S2,PR2,760,738,7.33,40,19
R1587,2024-04-12,P1,L1,S3,PR1,827,822,7.7,18,10
R1588,2024-04-12,P1,L2,S1,PR5,660,644,7.6,24,24
R1589,2024-04-12,P1,L2,S2,PR2,732,700,7.82,11,26
R1590,2024-04-12,P1,L2,S3,PR1,639,631,7.88,7,24
R1591,2024-04-12,P1,L3,S1,PR4,510,508,7.73,16,9
R1592,2024-04-12,P1,L3,S2,PR3,542,523,7.13,52,16
R1593,2024-04-12,P1,L3,S3,PR3,500,493,7.28,43,5
R1594,2024-04-12,P2,L4,S1,PR5,712,690,7.62,23,12
R1595,2024-04-12,P2,L4,S2,PR3,819,818,7.87,8,17
R1596,2024-04-12,P2,L4,S3,PR5,751,743,7.82,11,17
R1597,2024-04-12,P2,L5,S1,PR1,651,649,7.88,7,10
R1598,2024-04-12,P2,L5,S2,PR4,655,632,7.73,16,20
R1599,2024-04-12,P2,L5,S3,PR3,665,646,7.72,17,20
R1600,2024-04-12,P2,L6,S1,PR3,460,442,7.65,21,5
R1601,2024-04-12,P2,L6,S2,PR3,490,469,7.53,28,9
R1602,2024-04-12,P2,L6,S3,PR2,388,376,7.05,57,4
R1603,2024-04-13,P1,L1,S1,PR3,846,810,7.6,24,22
R1604,2024-04-13,P1,L1,S2,PR2,826,812,7.73,16,18
R1605,2024-04-13,P1,L1,S3,PR1,704,686,7.4,36,7
R1606,2024-04-13,P1,L2,S1,PR4,768,756,7.98,1,22
R1607,2024-04-13,P1,L2,S2,PR3,690,689,7.9,6,15
R1608,2024-04-13,P1,L2,S3,PR5,622,606,7.68,19,22
R1609,2024-04-13,P1,L3,S1,PR2,529,523,7.27,44,18
R1610,2024-04-13,P1,L3,S2,PR1,545,530,7.08,55,12
R1611,2024-04-13,P1,L3,S3,PR1,520,512,7.67,20,6
R1612,2024-04-13,P2,L4,S1,PR5,760,754,7.9,6,18
R1613,2024-04-13,P2,L4,S2,PR3,744,722,7.65,21,26
R1614,2024-04-13,P2,L4,S3,PR1,671,644,7.7,18,22
R1615,2024-04-13,P2,L5,S1,PR2,633,632,7.87,8,16
R1616,2024-04-13,P2,L5,S2,PR2,636,613,7.58,25,14
R1617,2024-04-13,P2,L5,S3,PR4,577,553,7.52,29,7
R1618,2024-04-13,P2,L6,S1,PR1,509,491,7.38,37,16
R1619,2024-04-13,P2,L6,S2,PR1,458,438,7.62,23,8
R1620,2024-04-13,P2,L6,S3,PR5,462,460,7.5,30,9
R1621,2024-04-15,P1,L1,S1,PR1,810,776,7.68,19,28
R1622,2024-04-15,P1,L1,S2,PR3,841,818,7.83,10,25
R1623,2024-04-15,P1,L1,S3,PR5,735,708,7.27,44,10
R1624,2024-04-15,P1,L2,S1,PR3,649,617,7.6,24,6
R1625,2024-04-15,P1,L2,S2,PR3,650,632,7.6,24,17
R1626,2024-04-15,P1,L2,S3,PR2,651,632,7.68,19,6
R1627,2024-04-15,P1,L3,S1,PR2,556,540,7.73,16,14
R1628,2024-04-15,P1,L3,S2,PR2,531,517,7.43,34,11
R1629,2024-04-15,P1,L3,S3,PR1,525,523,7.42,35,20
R1630,2024-04-15,P2,L4,S1,PR2,696,678,7.9,6,15
R1631,2024-04-15,P2,L4,S2,PR1,755,727,7.7,18,13
R1632,2024-04-15,P2,L4,S3,PR5,645,625,7.57,26,24
R1633,2024-04-15,P2,L5,S1,PR5,665,634,7.92,5,9
R1634,2024-04-15,P2,L5,S2,PR1,638,620,7.92,5,15
R1635,2024-04-15,P2,L5,S3,PR4,565,539,7.57,26,10
R1636,2024-04-15,P2,L6,S1,PR2,437,436,7.08,55,16
R1637,2024-04-15,P2,L6,S2,PR5,486,483,7.05,57,4
R1638,2024-04-15,P2,L6,S3,PR3,422,418,7.65,21,16
R1639,2024-04-16,P1,L1,S1,PR1,795,755,7.52,29,13
R1640,2024-04-16,P1,L1,S2,PR1,851,827,7.82,11,25
R1641,2024-04-16,P1,L1,S3,PR5,719,702,7.08,55,15
R1642,2024-04-16,P1,L2,S1,PR4,621,595,7.87,8,23
R1643,2024-04-16,P1,L2,S2,PR4,699,685,7.95,3,11
R1644,2024-04-16,P1,L2,S3,PR3,687,671,7.73,16,20
R1645,2024-04-16,P1,L3,S1,PR1,518,507,7.25,45,10
R1646,2024-04-16,P1,L3,S2,PR2,500,494,7.1,54,7
R1647,2024-04-16,P1,L3,S3,PR4,462,448,7.68,19,14
R1648,2024-04-16,P2,L4,S1,PR4,696,678,7.72,17,22
R1649,2024-04-16,P2,L4,S2,PR5,687,680,7.93,4,11
R1650,2024-04-16,P2,L4,S3,PR4,753,723,7.83,10,18
R1651,2024-04-16,P2,L5,S1,PR3,651,632,7.72,17,24
R1652,2024-04-16,P2,L5,S2,PR4,747,730,7.95,3,26
R1653,2024-04-16,P2,L5,S3,PR5,612,607,7.67,20,16
R1654,2024-04-16,P2,L6,S1,PR5,467,460,7.55,27,9
R1655,2024-04-16,P2,L6,S2,PR1,459,445,7.0,60,16
R1656,2024-04-16,P2,L6,S3,PR1,454,436,7.72,17,17
R1657,2024-04-17,P1,L1,S1,PR4,793,791,7.2,48,18
R1658,2024-04-17,P1,L1,S2,PR1,794,767,7.65,21,19
R1659,2024-04-17,P1,L1,S3,PR1,664,655,7.15,51,7
R1660,2024-04-17,P1,L2,S1,PR1,736,701,7.95,3,15
R1661,2024-04-17,P1,L2,S2,PR3,632,615,7.78,13,12
R1662,2024-04-17,P1,L2,S3,PR2,606,581,7.82,11,11
R1663,2024-04-17,P1,L3,S1,PR3,506,491,7.22,47,13
R1664,2024-04-17,P1,L3,S2,PR1,548,547,7.63,22,9
R1665,2024-04-17,P1,L3,S3,PR2,509,499,7.17,50,6
R1666,2024-04-17,P2,L4,S1,PR1,813,799,7.97,2,9
R1667,2024-04-17,P2,L4,S2,PR5,809,777,7.7,18,27
R1668,2024-04-17,P2,L4,S3,PR3,719,684,7.6,24,24
R1669,2024-04-17,P2,L5,S1,PR1,591,565,7.73,16,21
R1670,2024-04-17,P2,L5,S2,PR1,648,617,7.85,9,9
R1671,2024-04-17,P2,L5,S3,PR4,671,655,7.93,4,9
R1672,2024-04-17,P2,L6,S1,PR5,454,437,7.53,28,7
R1673,2024-04-17,P2,L6,S2,PR2,478,470,7.43,34,7
R1674,2024-04-17,P2,L6,S3,PR1,427,413,7.48,31,8
R1675,2024-04-18,P1,L1,S1,PR1,787,750,7.73,16,14
R1676,2024-04-18,P1,L1,S2,PR5,810,780,7.37,38,19
R1677,2024-04-18,P1,L1,S3,PR3,743,737,7.25,45,15
R1678,2024-04-18,P1,L2,S1,PR2,702,691,7.82,11,13
R1679,2024-04-18,P1,L2,S2,PR1,705,670,7.95,3,14
R1680,2024-04-18,P1,L2,S3,PR1,641,619,7.88,7,19
R1681,2024-04-18,P1,L3,S1,PR4,519,514,7.72,17,9
R1682,2024-04-18,P1,L3,S2,PR5,561,545,7.53,28,17
R1683,2024-04-18,P1,L3,S3,PR3,532,521,7.7,18,19
R1684,2024-04-18,P2,L4,S1,PR4,723,692,8.0,0,22
R1685,2024-04-18,P2,L4,S2,PR4,661,643,7.55,27,12
R1686,2024-04-18,P2,L4,S3,PR3,729,713,7.75,15,26
R1687,2024-04-18,P2,L5,S1,PR4,714,696,7.7,18,8
R1688,2024-04-18,P2,L5,S2,PR3,673,647,7.62,23,16
R1689,2024-04-18,P2,L5,S3,PR5,570,555,7.67,20,10
R1690,2024-04-18,P2,L6,S1,PR3,450,433,7.05,57,10
R1691,2024-04-18,P2,L6,S2,PR4,518,494,7.68,19,16
R1692,2024-04-18,P2,L6,S3,PR4,471,466,7.27,44,15
R1693,2024-04-19,P1,L1,S1,PR5,811,804,7.55,27,21
R1694,2024-04-19,P1,L1,S2,PR2,763,749,7.58,25,17
R1695,2024-04-19,P1,L1,S3,PR3,734,720,7.62,23,8
R1696,2024-04-19,P1,L2,S1,PR5,664,645,7.53,28,12
R1697,2024-04-19,P1,L2,S2,PR4,649,638,7.87,8,21
R1698,2024-04-19,P1,L2,S3,PR3,640,613,7.65,21,8
R1699,2024-04-19,P1,L3,S1,PR5,433,413,7.12,53,12
R1700,2024-04-19,P1,L3,S2,PR5,573,569,7.3,42,19
R1701,2024-04-19,P1,L3,S3,PR3,496,473,7.78,13,5
R1702,2024-04-19,P2,L4,S1,PR3,776,747,7.93,4,10
R1703,2024-04-19,P2,L4,S2,PR1,719,716,7.73,16,20
R1704,2024-04-19,P2,L4,S3,PR5,632,626,7.58,25,19
R1705,2024-04-19,P2,L5,S1,PR2,678,653,7.97,2,19
R1706,2024-04-19,P2,L5,S2,PR1,637,616,7.87,8,24
R1707,2024-04-19,P2,L5,S3,PR3,565,563,7.58,25,6
R1708,2024-04-19,P2,L6,S1,PR2,476,468,7.63,22,14
R1709,2024-04-19,P2,L6,S2,PR2,474,465,7.0,60,6
R1710,2024-04-19,P2,L6,S3,PR1,485,476,7.33,40,18
R1711,2024-04-20,P1,L1,S1,PR3,789,751,7.53,28,15
R1712,2024-04-20,P1,L1,S2,PR3,848,840,7.67,20,26
R1713,2024-04-20,P1,L1,S3,PR4,686,666,7.18,49,16
R1714,2024-04-20,P1,L2,S1,PR1,695,692,7.93,4,20
R1715,2024-04-20,P1,L2,S2,PR5,690,657,7.73,16,25
R1716,2024-04-20,P1,L2,S3,PR2,560,542,7.65,21,13
R1717,2024-04-20,P1,L3,S1,PR2,579,569,7.63,22,17
R1718,2024-04-20,P1,L3,S2,PR4,509,490,7.72,17,9
R1719,2024-04-20,P1,L3,S3,PR3,480,456,7.08,55,12
R1720,2024-04-20,P2,L4,S1,PR5,701,696,7.62,23,25
R1721,2024-04-20,P2,L4,S2,PR3,687,655,7.9,6,19
R1722,2024-04-20,P2,L4,S3,PR5,608,602,7.7,18,10
R1723,2024-04-20,P2,L5,S1,PR2,695,690,7.8,12,11
R1724,2024-04-20,P2,L5,S2,PR5,624,609,7.58,25,9
R1725,2024-04-20,P2,L5,S3,PR4,646,615,7.93,4,21
R1726,2024-04-20,P2,L6,S1,PR3,501,486,7.32,41,9
R1727,2024-04-20,P2,L6,S2,PR3,474,468,7.57,26,12
R1728,2024-04-20,P2,L6,S3,PR2,444,425,7.1,54,6
R1729,2024-04-22,P1,L1,S1,PR2,817,776,7.27,44,8
R1730,2024-04-22,P1,L1,S2,PR2,791,774,7.37,38,26
R1731,2024-04-22,P1,L1,S3,PR3,685,671,7.4,36,12
R1732,2024-04-22,P1,L2,S1,PR3,631,600,7.77,14,19
R1733,2024-04-22,P1,L2,S2,PR2,740,730,7.88,7,22
R1734,2024-04-22,P1,L2,S3,PR4,714,685,7.75,15,14
R1735,2024-04-22,P1,L3,S1,PR3,538,536,7.3,42,15
R1736,2024-04-22,P1,L3,S2,PR2,534,512,7.42,35,6
R1737,2024-04-22,P1,L3,S3,PR5,494,484,7.3,42,16
R1738,2024-04-22,P2,L4,S1,PR4,780,768,7.52,29,26
R1739,2024-04-22,P2,L4,S2,PR2,714,701,7.58,25,13
R1740,2024-04-22,P2,L4,S3,PR2,758,756,7.95,3,8
R1741,2024-04-22,P2,L5,S1,PR2,607,598,7.8,12,9
R1742,2024-04-22,P2,L5,S2,PR2,652,627,7.68,19,15
R1743,2024-04-22,P2,L5,S3,PR4,633,617,7.83,10,23
R1744,2024-04-22,P2,L6,S1,PR1,498,476,7.82,11,13
R1745,2024-04-22,P2,L6,S2,PR1,477,469,7.48,31,13
R1746,2024-04-22,P2,L6,S3,PR2,444,438,7.35,39,8
R1747,2024-04-23,P1,L1,S1,PR5,692,691,7.48,31,12
R1748,2024-04-23,P1,L1,S2,PR3,690,665,7.02,59,13
R1749,2024-04-23,P1,L1,S3,PR3,675,672,7.5,30,12
R1750,2024-04-23,P1,L2,S1,PR3,701,697,7.78,13,9
R1751,2024-04-23,P1,L2,S2,PR5,716,686,7.83,10,26
R1752,2024-04-23,P1,L2,S3,PR2,652,634,7.73,16,24
R1753,2024-04-23,P1,L3,S1,PR5,460,441,7.02,59,8
R1754,2024-04-23,P1,L3,S2,PR3,583,556,7.82,11,7
R1755,2024-04-23,P1,L3,S3,PR1,502,496,7.65,21,7
R1756,2024-04-23,P2,L4,S1,PR2,734,702,8.0,0,20
R1757,2024-04-23,P2,L4,S2,PR1,716,703,7.62,23,18
R1758,2024-04-23,P2,L4,S3,PR4,774,761,7.97,2,23
R1759,2024-04-23,P2,L5,S1,PR1,603,574,7.83,10,13
R1760,2024-04-23,P2,L5,S2,PR4,692,688,7.93,4,18
R1761,2024-04-23,P2,L5,S3,PR4,621,610,7.65,21,24
R1762,2024-04-23,P2,L6,S1,PR3,487,486,7.77,14,14
R1763,2024-04-23,P2,L6,S2,PR1,530,506,7.72,17,16
R1764,2024-04-23,P2,L6,S3,PR5,453,450,7.58,25,9
R1765,2024-04-24,P1,L1,S1,PR4,730,709,7.35,39,13
R1766,2024-04-24,P1,L1,S2,PR2,918,907,7.83,10,34
R1767,2024-04-24,P1,L1,S3,PR3,792,762,7.78,13,9
R1768,2024-04-24,P1,L2,S1,PR3,709,683,7.8,12,25
R1769,2024-04-24,P1,L2,S2,PR4,743,715,7.83,10,22
R1770,2024-04-24,P1,L2,S3,PR4,662,629,7.6,24,13
R1771,2024-04-24,P1,L3,S1,PR1,500,495,7.53,28,8
R1772,2024-04-24,P1,L3,S2,PR2,554,544,7.72,17,12
R1773,2024-04-24,P1,L3,S3,PR1,453,430,7.22,47,16
R1774,2024-04-24,P2,L4,S1,PR2,784,755,8.0,0,26
R1775,2024-04-24,P2,L4,S2,PR1,801,799,7.9,6,29
R1776,2024-04-24,P2,L4,S3,PR5,663,646,7.85,9,21
R1777,2024-04-24,P2,L5,S1,PR3,634,610,7.85,9,21
R1778,2024-04-24,P2,L5,S2,PR2,654,633,7.97,2,8
R1779,2024-04-24,P2,L5,S3,PR3,579,554,7.92,5,21
R1780,2024-04-24,P2,L6,S1,PR5,570,564,7.83,10,10
R1781,2024-04-24,P2,L6,S2,PR3,467,465,7.0,60,11
R1782,2024-04-24,P2,L6,S3,PR1,434,430,7.42,35,10
R1783,2024-04-25,P1,L1,S1,PR3,819,785,7.33,40,16
R1784,2024-04-25,P1,L1,S2,PR3,853,837,7.68,19,10
R1785,2024-04-25,P1,L1,S3,PR4,721,720,7.02,59,17
R1786,2024-04-25,P1,L2,S1,PR3,609,603,7.9,6,13
R1787,2024-04-25,P1,L2,S2,PR1,696,692,7.73,16,15
R1788,2024-04-25,P1,L2,S3,PR4,686,672,7.67,20,19
R1789,2024-04-25,P1,L3,S1,PR1,474,452,7.18,49,4
R1790,2024-04-25,P1,L3,S2,PR4,515,511,7.43,34,8
R1791,2024-04-25,P1,L3,S3,PR4,513,495,7.43,34,12
R1792,2024-04-25,P2,L4,S1,PR4,734,703,7.97,2,27
R1793,2024-04-25,P2,L4,S2,PR1,827,791,7.9,6,8
R1794,2024-04-25,P2,L4,S3,PR3,697,662,7.88,7,18
R1795,2024-04-25,P2,L5,S1,PR4,667,633,7.5,30,14
R1796,2024-04-25,P2,L5,S2,PR5,556,548,7.93,4,12
R1797,2024-04-25,P2,L5,S3,PR1,575,569,7.72,17,15
R1798,2024-04-25,P2,L6,S1,PR1,497,477,7.22,47,8
R1799,2024-04-25,P2,L6,S2,PR2,515,499,7.35,39,8
R1800,2024-04-25,P2,L6,S3,PR1,463,459,7.27,44,13
R1801,2024-04-26,P1,L1,S1,PR1,729,699,7.18,49,20
R1802,2024-04-26,P1,L1,S2,PR2,622,602,7.07,56,24
R1803,2024-04-26,P1,L1,S3,PR1,664,649,7.6,24,24
R1804,2024-04-26,P1,L2,S1,PR5,579,573,7.85,9,13
R1805,2024-04-26,P1,L2,S2,PR1,706,688,7.75,15,10
R1806,2024-04-26,P1,L2,S3,PR2,696,677,7.65,21,11
R1807,2024-04-26,P1,L3,S1,PR1,524,522,7.55,27,13
R1808,2024-04-26,P1,L3,S2,PR5,538,528,7.38,37,13
R1809,2024-04-26,P1,L3,S3,PR3,483,461,7.42,35,13
R1810,2024-04-26,P2,L4,S1,PR2,690,670,7.53,28,22
R1811,2024-04-26,P2,L4,S2,PR1,735,713,7.85,9,26
R1812,2024-04-26,P2,L4,S3,PR1,690,680,7.78,13,15
R1813,2024-04-26,P2,L5,S1,PR4,620,619,7.8,12,18
R1814,2024-04-26,P2,L5,S2,PR3,645,621,7.7,18,17
R1815,2024-04-26,P2,L5,S3,PR4,647,622,7.98,1,19
R1816,2024-04-26,P2,L6,S1,PR2,452,446,7.3,42,13
R1817,2024-04-26,P2,L6,S2,PR4,522,497,7.55,27,9
R1818,2024-04-26,P2,L6,S3,PR5,443,426,7.02,59,16
R1819,2024-04-27,P1,L1,S1,PR4,865,851,7.57,26,13
R1820,2024-04-27,P1,L1,S2,PR5,752,723,7.42,35,13
R1821,2024-04-27,P1,L1,S3,PR5,677,643,7.45,33,23
R1822,2024-04-27,P1,L2,S1,PR1,683,681,7.98,1,13
R1823,2024-04-27,P1,L2,S2,PR3,734,702,7.92,5,10
R1824,2024-04-27,P1,L2,S3,PR5,676,668,7.9,6,19
R1825,2024-04-27,P1,L3,S1,PR5,540,521,7.62,23,10
R1826,2024-04-27,P1,L3,S2,PR4,487,481,7.12,53,16
R1827,2024-04-27,P1,L3,S3,PR2,484,469,7.05,57,15
R1828,2024-04-27,P2,L4,S1,PR3,768,748,8.0,0,27
R1829,2024-04-27,P2,L4,S2,PR3,710,703,7.6,24,24
R1830,2024-04-27,P2,L4,S3,PR1,735,708,7.78,13,27
R1831,2024-04-27,P2,L5,S1,PR2,748,734,7.88,7,7
R1832,2024-04-27,P2,L5,S2,PR4,675,673,7.57,26,7
R1833,2024-04-27,P2,L5,S3,PR5,652,641,7.93,4,22
R1834,2024-04-27,P2,L6,S1,PR5,520,494,7.83,10,12
R1835,2024-04-27,P2,L6,S2,PR2,514,490,7.83,10,14
R1836,2024-04-27,P2,L6,S3,PR1,355,346,7.05,57,11
R1837,2024-04-29,P1,L1,S1,PR4,702,689,7.13,52,10
R1838,2024-04-29,P1,L1,S2,PR5,800,794,7.6,24,22
R1839,2024-04-29,P1,L1,S3,PR4,724,710,7.63,22,12
R1840,2024-04-29,P1,L2,S1,PR5,665,658,7.55,27,22
R1841,2024-04-29,P1,L2,S2,PR2,662,643,7.53,28,20
R1842,2024-04-29,P1,L2,S3,PR2,679,649,7.98,1,17
R1843,2024-04-29,P1,L3,S1,PR3,516,500,7.72,17,17
R1844,2024-04-29,P1,L3,S2,PR4,521,517,7.37,38,6
R1845,2024-04-29,P1,L3,S3,PR5,465,462,7.12,53,6
R1846,2024-04-29,P2,L4,S1,PR3,729,718,7.72,17,9
R1847,2024-04-29,P2,L4,S2,PR4,693,685,7.83,10,11
R1848,2024-04-29,P2,L4,S3,PR5,783,768,7.97,2,13
R1849,2024-04-29,P2,L5,S1,PR5,684,654,7.88,7,23
R1850,2024-04-29,P2,L5,S2,PR3,670,656,7.85,9,9
R1851,2024-04-29,P2,L5,S3,PR1,579,570,7.92,5,18
R1852,2024-04-29,P2,L6,S1,PR2,487,465,7.5,30,11
R1853,2024-04-29,P2,L6,S2,PR1,521,508,7.62,23,11
R1854,2024-04-29,P2,L6,S3,PR3,477,473,7.67,20,11
R1855,2024-04-30,P1,L1,S1,PR4,709,703,7.17,50,24
R1856,2024-04-30,P1,L1,S2,PR5,676,655,7.82,11,13
R1857,2024-04-30,P1,L1,S3,PR4,834,802,7.18,49,27
R1858,2024-04-30,P1,L2,S1,PR3,649,632,7.52,29,12
R1859,2024-04-30,P1,L2,S2,PR2,654,652,7.55,27,12
R1860,2024-04-30,P1,L2,S3,PR2,618,592,7.63,22,14
R1861,2024-04-30,P1,L3,S1,PR1,516,504,7.13,52,10
R1862,2024-04-30,P1,L3,S2,PR1,483,469,7.72,17,18
R1863,2024-04-30,P1,L3,S3,PR1,425,408,7.0,60,9
R1864,2024-04-30,P2,L4,S1,PR1,726,717,7.82,11,11
R1865,2024-04-30,P2,L4,S2,PR4,824,796,7.88,7,21
R1866,2024-04-30,P2,L4,S3,PR3,673,646,7.57,26,20
R1867,2024-04-30,P2,L5,S1,PR2,650,628,7.65,21,19
R1868,2024-04-30,P2,L5,S2,PR5,651,628,7.9,6,23
R1869,2024-04-30,P2,L5,S3,PR5,587,572,7.52,29,7
R1870,2024-04-30,P2,L6,S1,PR1,487,467,7.47,32,17
R1871,2024-04-30,P2,L6,S2,PR2,492,490,7.48,31,12
R1872,2024-04-30,P2,L6,S3,PR4,464,447,7.35,39,13
R1873,2024-05-01,P1,L1,S1,PR1,810,771,7.32,41,10
R1874,2024-05-01,P1,L1,S2,PR2,763,724,7.75,15,28
R1875,2024-05-01,P1,L1,S3,PR5,751,732,7.28,43,13
R1876,2024-05-01,P1,L2,S1,PR4,683,654,7.5,30,12
R1877,2024-05-01,P1,L2,S2,PR3,715,698,7.55,27,8
R1878,2024-05-01,P1,L2,S3,PR1,600,570,7.53,28,7
R1879,2024-05-01,P1,L3,S1,PR5,552,541,7.55,27,18
R1880,2024-05-01,P1,L3,S2,PR2,537,522,7.7,18,10
R1881,2024-05-01,P1,L3,S3,PR2,456,444,7.12,53,10
R1882,2024-05-01,P2,L4,S1,PR2,772,757,7.77,14,29
R1883,2024-05-01,P2,L4,S2,PR3,822,782,7.97,2,9
R1884,2024-05-01,P2,L4,S3,PR4,802,769,7.7,18,8
R1885,2024-05-01,P2,L5,S1,PR4,665,636,7.58,25,22
R1886,2024-05-01,P2,L5,S2,PR2,687,657,7.8,12,12
R1887,2024-05-01,P2,L5,S3,PR1,573,551,7.58,25,13
R1888,2024-05-01,P2,L6,S1,PR3,461,447,7.57,26,17
R1889,2024-05-01,P2,L6,S2,PR4,511,486,7.68,19,17
R1890,2024-05-01,P2,L6,S3,PR4,460,448,7.63,22,11
R1891,2024-05-02,P1,L1,S1,PR3,693,665,7.07,56,13
R1892,2024-05-02,P1,L1,S2,PR3,750,734,7.02,59,11
R1893,2024-05-02,P1,L1,S3,PR3,746,713,7.82,11,10
R1894,2024-05-02,P1,L2,S1,PR4,708,697,7.63,22,20
R1895,2024-05-02,P1,L2,S2,PR1,661,635,7.9,6,22
R1896,2024-05-02,P1,L2,S3,PR5,641,615,7.52,29,7
R1897,2024-05-02,P1,L3,S1,PR3,502,499,7.47,32,14
R1898,2024-05-02,P1,L3,S2,PR4,560,534,7.3,42,20
R1899,2024-05-02,P1,L3,S3,PR5,462,448,7.33,40,5
R1900,2024-05-02,P2,L4,S1,PR3,684,666,7.6,24,9
R1901,2024-05-02,P2,L4,S2,PR2,663,655,7.58,25,22
R1902,2024-05-02,P2,L4,S3,PR2,645,617,7.58,25,12
R1903,2024-05-02,P2,L5,S1,PR2,623,616,7.92,5,19
R1904,2024-05-02,P2,L5,S2,PR5,647,620,7.92,5,13
R1905,2024-05-02,P2,L5,S3,PR1,630,602,7.87,8,23
R1906,2024-05-02,P2,L6,S1,PR2,487,481,7.75,15,10
R1907,2024-05-02,P2,L6,S2,PR4,519,507,7.52,29,7
R1908,2024-05-02,P2,L6,S3,PR1,449,435,7.15,51,15
R1909,2024-05-03,P1,L1,S1,PR1,883,877,7.77,14,32
R1910,2024-05-03,P1,L1,S2,PR4,878,874,7.75,15,11
R1911,2024-05-03,P1,L1,S3,PR1,790,780,7.22,47,21
R1912,2024-05-03,P1,L2,S1,PR1,681,652,7.62,23,22
R1913,2024-05-03,P1,L2,S2,PR1,643,625,7.5,30,9
R1914,2024-05-03,P1,L2,S3,PR2,638,616,7.58,25,6
R1915,2024-05-03,P1,L3,S1,PR2,554,543,7.42,35,16
R1916,2024-05-03,P1,L3,S2,PR4,466,462,7.57,26,7
R1917,2024-05-03,P1,L3,S3,PR3,514,513,7.75,15,6
R1918,2024-05-03,P2,L4,S1,PR2,828,799,8.0,0,23
R1919,2024-05-03,P2,L4,S2,PR4,756,720,7.57,26,19
R1920,2024-05-03,P2,L4,S3,PR1,695,680,7.72,17,20
R1921,2024-05-03,P2,L5,S1,PR4,635,630,7.93,4,9
R1922,2024-05-03,P2,L5,S2,PR1,584,578,7.57,26,15
R1923,2024-05-03,P2,L5,S3,PR4,625,600,7.57,26,16
R1924,2024-05-03,P2,L6,S1,PR3,543,539,7.8,12,12
R1925,2024-05-03,P2,L6,S2,PR3,504,482,7.67,20,10
R1926,2024-05-03,P2,L6,S3,PR3,453,451,7.07,56,8
R1927,2024-05-04,P1,L1,S1,PR4,757,746,7.45,33,14
R1928,2024-05-04,P1,L1,S2,PR5,762,753,7.32,41,17
R1929,2024-05-04,P1,L1,S3,PR3,852,825,7.83,10,19
R1930,2024-05-04,P1,L2,S1,PR4,693,671,7.92,5,14
R1931,2024-05-04,P1,L2,S2,PR2,759,734,8.0,0,18
R1932,2024-05-04,P1,L2,S3,PR1,632,621,7.57,26,11
R1933,2024-05-04,P1,L3,S1,PR2,521,513,7.28,43,14
R1934,2024-05-04,P1,L3,S2,PR4,514,504,7.37,38,5
R1935,2024-05-04,P1,L3,S3,PR5,488,476,7.27,44,9
R1936,2024-05-04,P2,L4,S1,PR4,868,828,7.9,6,13
R1937,2024-05-04,P2,L4,S2,PR5,726,706,7.55,27,8
R1938,2024-05-04,P2,L4,S3,PR1,733,697,7.77,14,21
R1939,2024-05-04,P2,L5,S1,PR3,688,661,7.92,5,21
R1940,2024-05-04,P2,L5,S2,PR4,778,745,7.92,5,11
R1941,2024-05-04,P2,L5,S3,PR1,549,528,7.82,11,15
R1942,2024-05-04,P2,L6,S1,PR2,455,447,7.03,58,15
R1943,2024-05-04,P2,L6,S2,PR2,468,451,7.4,36,17
R1944,2024-05-04,P2,L6,S3,PR4,458,448,7.43,34,14
R1945,2024-05-06,P1,L1,S1,PR2,778,740,7.37,38,20
R1946,2024-05-06,P1,L1,S2,PR5,796,792,7.65,21,30
R1947,2024-05-06,P1,L1,S3,PR1,672,670,7.73,16,20
R1948,2024-05-06,P1,L2,S1,PR2,772,735,7.87,8,17
R1949,2024-05-06,P1,L2,S2,PR1,676,657,7.77,14,18
R1950,2024-05-06,P1,L2,S3,PR2,592,572,7.9,6,8
R1951,2024-05-06,P1,L3,S1,PR4,535,526,7.08,55,10
R1952,2024-05-06,P1,L3,S2,PR5,529,527,7.52,29,19
R1953,2024-05-06,P1,L3,S3,PR1,486,485,7.02,59,17
R1954,2024-05-06,P2,L4,S1,PR1,763,747,7.65,21,19
R1955,2024-05-06,P2,L4,S2,PR5,841,822,7.73,16,26
R1956,2024-05-06,P2,L4,S3,PR3,669,644,7.65,21,17
R1957,2024-05-06,P2,L5,S1,PR4,627,619,7.58,25,19
R1958,2024-05-06,P2,L5,S2,PR2,632,631,7.93,4,11
R1959,2024-05-06,P2,L5,S3,PR2,537,521,7.78,13,18
R1960,2024-05-06,P2,L6,S1,PR3,493,485,7.48,31,17
R1961,2024-05-06,P2,L6,S2,PR3,515,490,7.67,20,17
